Curso,Unidade de execução,Turno,Turma,Inscritos no turno,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula,Sala da aula,Lotação,"Características reais da sala "
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,28/11/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,21/11/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,14/11/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,07/11/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,31/10/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,24/10/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,17/10/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,10/10/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,03/10/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MEInt,História e Teoria das Relações Internacionais,03508TP03,MEIA3,33,Seg,15:30:00,17:30:00,26/09/2022,Sala Aulas Mestrado,AA3.26,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,14/12/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,07/12/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,30/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,23/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,16/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,09/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,26/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,19/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,12/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,28/09/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,09:30:00,11:00:00,21/09/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,14/12/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,07/12/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,30/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,23/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,16/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,09/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,26/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,19/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,12/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,28/09/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Introdução à Programação,L0782PL12,"ET-A8, ET-A7, ET-A6, ET-A5",29,Qua,11:00:00,12:30:00,21/09/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,05/12/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,28/11/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,21/11/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,14/11/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,07/11/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,24/10/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,17/10/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,10/10/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,03/10/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,26/09/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,19/09/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LIGE, LIGE-PL",Fundamentos de Contabilidade de Gestão,01768T02,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,08:00:00,09:30:00,12/09/2022,Sala de Aulas normal,C5.07,68,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
CT,Finanças Pessoais I,03177TP02,CI-CT-02,24,Sex,16:00:00,17:30:00,09/12/2022,Laboratório de Informática,D1.04,23,"Horário sala visível portal público, Laboratório de Informática"
CT,Finanças Pessoais I,03177TP02,CI-CT-02,24,Sex,16:00:00,17:30:00,04/11/2022,Laboratório de Informática,D1.04,23,"Horário sala visível portal público, Laboratório de Informática"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,03708TP20,"EI-C3, EI-C2, EI-C1",67,Qui,14:30:00,16:00:00,22/09/2022,Sala de Aulas normal,C5.01,58,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Arquitetura de Redes,03708TP20,"EI-C3, EI-C2, EI-C1",67,Qui,14:30:00,16:00:00,15/09/2022,Sala de Aulas normal,C5.01,58,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LG, LGIL",Estratégia Empresarial,EETP11,GiC3,32,Ter,14:30:00,16:00:00,04/10/2022,Sala/anfiteatro aulas,AA2.24,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LG, LGIL",Estratégia Empresarial,EETP11,GiC3,32,Ter,14:30:00,16:00:00,20/09/2022,Sala/anfiteatro aulas,AA2.24,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LG, LGIL",Estratégia Empresarial,EETP11,GiC3,32,Ter,14:30:00,16:00:00,13/09/2022,Sala/anfiteatro aulas,AA3.24,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LG, LGIL",Estratégia Empresarial,EETP11,GiC3,32,Ter,13:00:00,14:30:00,04/10/2022,Sala/anfiteatro aulas,AA2.24,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LG, LGIL",Estratégia Empresarial,EETP11,GiC3,32,Ter,13:00:00,14:30:00,20/09/2022,Sala/anfiteatro aulas,AA2.24,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qua,14:30:00,16:00:00,14/12/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qua,13:00:00,14:30:00,14/12/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qui,14:30:00,16:00:00,15/12/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qui,14:30:00,16:00:00,24/11/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qui,14:30:00,16:00:00,17/11/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qui,13:00:00,14:30:00,15/12/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qui,13:00:00,14:30:00,24/11/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"METI, MEI",Segurança em Redes e Sistemas de Informação,00010PL08,MEI-A1,39,Qui,13:00:00,14:30:00,17/11/2022,Sala Aulas Mestrado,C3.02,38,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,11:00:00,12:30:00,26/09/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,05/12/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,28/11/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,21/11/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,14/11/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,24/10/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,17/10/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,10/10/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,03/10/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MIA,Ambiente e Sustentabilidade (Mia),03835TP01,"ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1",58,Seg,09:30:00,11:00:00,26/09/2022,Sala Aulas Mestrado,"1,00E+03",50,"Sala/anfiteatro aulas, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Seg,14:30:00,16:00:00,31/10/2022,Sala Aulas Mestrado,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Seg,13:00:00,14:30:00,31/10/2022,Sala Aulas Mestrado,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,13:00:00,14:30:00,24/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,13:00:00,14:30:00,17/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,13:00:00,14:30:00,10/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,13:00:00,14:30:00,03/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,13:00:00,14:30:00,29/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,13:00:00,14:30:00,22/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,13:00:00,14:30:00,15/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,13:00:00,14:30:00,08/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,14:30:00,16:00:00,24/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,14:30:00,16:00:00,17/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,14:30:00,16:00:00,10/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Qui,14:30:00,16:00:00,03/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,14:30:00,16:00:00,29/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,14:30:00,16:00:00,22/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,14:30:00,16:00:00,15/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MG,Análise de Dados (2.º Ciclo),M3505TP02,MGA4,46,Ter,14:30:00,16:00:00,08/11/2022,Sala/anfiteatro aulas,C2.02,36,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,06/12/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,29/11/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,22/11/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,15/11/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,08/11/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,25/10/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,18/10/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,11/10/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,04/10/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"DPP, MPP",Políticas Públicas Europeias e Internacionais,01706TP02,"MPPA1, DPPA1",69,Ter,20:30:00,22:30:00,27/09/2022,Sala Aulas Mestrado,C3.01,54,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LS, LS-PL",Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP03,S-PL-B1,35,Ter,19:30:00,21:00:00,29/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LS, LS-PL",Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP03,S-PL-B1,35,Ter,19:30:00,21:00:00,11/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LS, LS-PL",Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP03,S-PL-B1,35,Ter,18:00:00,19:30:00,29/11/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LS, LS-PL",Análise de Dados em Ciências Sociais: Modelos de Dependência,L6105TP03,S-PL-B1,35,Ter,18:00:00,19:30:00,11/10/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LIGE, LIGE-PL",Visualização e Interação Pessoa-Máquina,03738T02,"IGE-C6, IGE-C5, IGE-C4, IGE-C3, IGE-C2, IGE-C1",72,Seg,14:30:00,16:00:00,28/11/2022,Sala de Aulas normal,C5.06,70,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
